Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
V19-18;#340;Ebene E - 2021-01-29 20.25.45.ndpi,PathCellObject,,PathAnnotationObject,Polygon,39190,1897.9,0.8552,12.2638,12.8617,0.9316,1,4.5628,3.5069,153.703,44.1673,0.9901,1,14.5552,13.4192,0.0798,0.5137,0.5326,0.0977,0.9383,0.2134,0.025,0,-0.1222,0.5296,0.0872,0.0467,0.0071,-0.0863,0.5296,0.1024,0.0644,0,-0.1222,0.9383,0.1684,0.4043,0.4003,0.244,0.6154,0.0677,0.1632,0.1691,-0.0341,0.4368,0.1082,0.1544,0.1481,-0.0004,0.4368,0.1087,0.1826,0.1825,-0.0341,0.6154,0.1243
V19-18;#340;Ebene E - 2021-01-29 20.25.45.ndpi,PathCellObject,,PathAnnotationObject,Polygon,39202.8,1910.2,0.8436,19.8409,16.6205,0.9026,1,6.2513,4.1534,180.2052,47.9447,0.9851,1,16.2509,14.1112,0.1101,0.4867,0.4885,0.1005,0.9376,0.16,0.0506,0.0037,-0.0854,0.5168,0.0983,0.0141,0.0008,-0.0626,0.3245,0.0555,0.0992,0.0095,-0.0854,0.9376,0.1741,0.3465,0.359,0.0005,0.522,0.0842,0.0844,0.033,-0.0405,0.4584,0.1043,0.0533,0.0159,-0.0099,0.2932,0.0774,0.1136,0.048,-0.0405,0.522,0.1314
V19-18;#340;Ebene E - 2021-01-29 20.25.45.ndpi,PathCellObject,,PathAnnotationObject,Polygon,39158.9,1911,0.8305,20.6283,16.3344,0.9716,1,5.5291,4.8648,179.3181,47.6358,0.993,1,15.5231,14.7871,0.115,0.4271,0.4113,0.0558,0.8763,0.182,0.054,0,-0.0977,0.8508,0.1282,0.0332,0,-0.0977,0.2985,0.0859,0.0964,0.0047,-0.0977,0.8763,0.1798,0.3995,0.4067,0.1777,0.5993,0.0806,0.1589,0.1496,-0.0012,0.4786,0.117,0.1619,0.1687,-0.0008,0.3666,0.094,0.1862,0.1754,-0.0012,0.5993,0.1367
V19-18;#340;Ebene E - 2021-01-29 20.25.45.ndpi,PathCellObject,,PathAnnotationObject,Polygon,39190.8,1905.3,0.796,5.3866,8.5762,0.9203,1,3.2004,2.2833,125.6979,39.9007,0.9921,1,13.1744,12.2562,0.0429,0.4909,0.4661,0.0148,1.0228,0.2591,0.0502,0.0009,-0.0884,0.8133,0.1094,0.0713,0,-0.0458,0.6661,0.1518,0.0691,0.0035,-0.0884,1.0228,0.1492,0.2878,0.2776,0.1555,0.4981,0.0853,0.1088,0.0875,-0.0338,0.4577,0.0973,0.1217,0.0811,0,0.4577,0.1238,0.1165,0.0932,-0.0338,0.4981,0.1034
V19-18;#340;Ebene E - 2021-01-29 20.25.45.ndpi,PathCellObject,,PathAnnotationObject,Polygon,39211.4,1910.4,0.7849,7.1853,9.7767,0.9447,1,3.4761,2.7954,133.2071,41.0756,0.9921,1,13.4586,12.7386,0.0539,0.3958,0.4049,0.06,0.7242,0.167,0.0884,0.0263,-0.0744,0.7225,0.1345,0.0351,0.0037,-0.0489,0.3689,0.0738,0.1049,0.0346,-0.0744,0.7242,0.1529,0.2909,0.2663,0.105,0.5249,0.095,0.1232,0.1035,-0.0417,0.4584,0.1138,0.0632,0.0123,-0.0116,0.2745,0.0836,0.1322,0.1156,-0.0417,0.5249,0.119
V19-18;#340;Ebene E - 2021-01-29 20.25.45.ndpi,PathCellObject,,PathAnnotationObject,Polygon,39129.8,1901.6,0.783,28.1561,20.9066,0.8095,0.9693,8.1424,4.9817,209.9621,52.2082,0.968,0.9972,18.1253,14.9629,0.1341,0.2228,0.1812,-0.0175,0.6335,0.1392,0.0194,0,-0.0924,0.5133,0.056,0.012,0,-0.066,0.1933,0.0434,0.0465,0.0009,-0.0924,0.6335,0.1003,0.2107,0.2139,-0.061,0.3266,0.0473,0.0596,0.0108,-0.0654,0.3331,0.0814,0.073,0.0144,-0.0165,0.3331,0.097,0.0797,0.0301,-0.0654,0.3331,0.0932
V19-18;#340;Ebene E - 2021-01-29 20.25.45.ndpi,PathCellObject,,PathAnnotationObject,Polygon,39162.7,1921,0.7767,18.6422,15.9236,0.9239,1,5.8167,4.2164,175.4539,47.2376,0.9881,1,15.8113,14.1741,0.1062,0.2347,0.2144,-0.025,0.6204,0.1319,0.0299,0,-0.09,0.9016,0.0881,0.0067,0,-0.0486,0.2658,0.0407,0.0513,0,-0.09,0.9016,0.1127,0.2931,0.3011,0.074,0.4773,0.0707,0.0709,0,-0.0211,0.5137,0.1005,0.0195,0,-0.012,0.18,0.0395,0.0942,0.0153,-0.0211,0.5137,0.1192
V19-18;#340;Ebene E - 2021-01-29 20.25.45.ndpi,PathCellObject,,PathAnnotationObject,Polygon,39214.3,1900.5,0.7757,8.5968,10.8813,0.9124,1,3.8248,3.2559,140.2121,42.1889,0.9899,1,13.8176,13.2139,0.0613,0.2577,0.2611,-0.0476,0.5276,0.1218,0.0479,0.0014,-0.0751,0.7203,0.1022,0.0544,0,-0.0452,0.7203,0.1385,0.0606,0.0065,-0.0751,0.7203,0.1149,0.2846,0.2912,-0.0325,0.4976,0.0775,0.1133,0.1041,-0.0774,0.4478,0.0974,0.102,0.0826,-0.0006,0.4478,0.1013,0.1237,0.117,-0.0774,0.4976,0.1046
V19-18;#340;Ebene E - 2021-01-29 20.25.45.ndpi,PathCellObject,,PathAnnotationObject,Polygon,39222.4,1907.4,0.7731,20.098,16.2901,0.9517,1,5.7311,4.6035,178.616,47.5972,0.9908,1,15.72,14.544,0.1125,0.4096,0.3736,0.054,0.8873,0.2149,0.0394,0.0009,-0.0643,0.5215,0.0859,0.0489,0.0032,-0.0518,0.4999,0.1128,0.081,0.0032,-0.0643,0.8873,0.1594,0.3021,0.2942,0.0434,0.5403,0.0886,0.0567,0.0022,-0.0762,0.3971,0.0965,0.0469,0,-0.0643,0.329,0.0905,0.0843,0.0053,-0.0762,0.5403,0.1231
V19-18;#340;Ebene E - 2021-01-29 20.25.45.ndpi,PathCellObject,,PathAnnotationObject,Polygon,39165.7,1898.9,0.7727,5.4436,8.9138,0.861,1,3.5312,2.0934,127.5038,40.2474,0.9891,1,13.5289,12.0397,0.0427,0.302,0.2743,0.0486,0.654,0.144,0.0049,-0.0059,-0.0876,0.2377,0.0488,0.0064,-0.0052,-0.0745,0.2355,0.0533,0.0176,-0.0038,-0.0876,0.654,0.0825,0.2305,0.228,0.081,0.3614,0.0674,0.1196,0.1164,-0.0046,0.3726,0.0838,0.13,0.1323,0,0.3651,0.0793,0.1244,0.122,-0.0046,0.3726,0.0861
