Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
V19-18;#340;Ebene D - 2021-01-29 20.06.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,19571.4,4488.6,0.8825,16.0029,14.3216,0.9804,1,4.7157,4.3931,164.8689,45.641,0.9946,1,14.7124,14.3443,0.0971,0.2921,0.3079,0.0203,0.4516,0.0808,0.0966,0.0522,-0.0856,1.047,0.1537,0.1348,0.0543,-0.0856,1.0007,0.222,0.1155,0.0626,-0.0856,1.047,0.1591,0.2717,0.2886,0.0595,0.3891,0.0617,0.1591,0.145,-0.0077,0.7008,0.0852,0.1915,0.1628,0,0.6379,0.1389,0.17,0.1513,-0.0077,0.7008,0.0896
V19-18;#340;Ebene D - 2021-01-29 20.06.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,19566.7,4469.1,0.8376,9.9091,11.6061,0.9244,1,4.0753,3.3838,145.205,42.9177,0.9906,1,14.0503,13.344,0.0682,0.4887,0.4646,-0.0318,1.0953,0.2361,0.0928,0.0063,-0.0783,0.8848,0.1766,0.0398,0,-0.0422,0.6994,0.1213,0.1195,0.0105,-0.0783,1.0953,0.2067,0.321,0.2934,0.0566,0.6774,0.1451,0.1019,0.0647,-0.0259,0.5609,0.1156,0.078,0.0079,-0.0136,0.4717,0.112,0.1168,0.0806,-0.0259,0.6774,0.13
V19-18;#340;Ebene D - 2021-01-29 20.06.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,19567.5,4483.5,0.8209,13.605,13.7839,0.8998,1,5.1455,3.5529,159.8362,45.0967,0.9876,1,15.1466,13.4767,0.0851,0.5159,0.4463,-0.021,1.0544,0.2632,0.0846,0.0382,-0.1178,1.0411,0.1404,0.0586,0.0155,-0.0458,0.4169,0.1029,0.1214,0.0472,-0.1178,1.0544,0.1961,0.3727,0.3391,0.098,0.7132,0.1316,0.1587,0.1561,-0.0011,0.6074,0.0952,0.1383,0.135,0,0.3454,0.0924,0.177,0.1638,-0.0011,0.7132,0.1155
V19-18;#340;Ebene D - 2021-01-29 20.06.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,19561.3,4470.8,0.8156,9.8943,12.5169,0.7936,0.9797,5.0057,2.6346,149.3466,43.7449,0.9807,0.9995,14.9958,12.5898,0.0663,0.4123,0.4101,-0.0534,0.8401,0.2351,0.0811,0.0077,-0.0907,1.0953,0.165,0.1145,0.0031,-0.0488,0.8494,0.2098,0.1031,0.0114,-0.0907,1.0953,0.1894,0.2884,0.2689,-0.0273,0.5605,0.1399,0.1096,0.0758,-0.1701,0.6674,0.1201,0.0945,0.0214,-0.0187,0.4265,0.115,0.1215,0.0893,-0.1701,0.6674,0.1294
V19-18;#340;Ebene D - 2021-01-29 20.06.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,19570.6,4469,0.8114,9.9185,11.7997,0.8952,1,4.4352,2.9798,146.0602,43.1009,0.988,1,14.4061,12.9365,0.0679,0.4428,0.4298,-0.0037,0.8841,0.2256,0.0594,0,-0.0786,1.1155,0.15,0.0325,0.0003,-0.0732,0.2938,0.0701,0.0851,0.0003,-0.0786,1.1155,0.1832,0.2329,0.2184,0.0207,0.4718,0.1212,0.0767,0.0093,-0.0117,0.6696,0.1148,0.0656,0.0068,-0.0075,0.3649,0.0953,0.0871,0.0161,-0.0117,0.6696,0.1216
V19-18;#340;Ebene D - 2021-01-29 20.06.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,19561.9,4482.1,0.7982,6.3606,9.1853,0.9474,1,3.3168,2.5514,129.6277,40.4991,0.9932,1,13.2964,12.5301,0.0491,0.5141,0.5176,-0.0447,1.0411,0.263,0.0812,0.0174,-0.1136,1.0544,0.1761,0.082,0.0245,-0.0482,0.7903,0.1545,0.1026,0.0233,-0.1136,1.0544,0.2041,0.3311,0.3248,0.0731,0.6006,0.131,0.126,0.0991,-0.0167,0.7135,0.1232,0.0985,0.0779,-0.011,0.3681,0.0877,0.1361,0.1051,-0.0167,0.7135,0.1313
V19-18;#340;Ebene D - 2021-01-29 20.06.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,19555.8,4488,0.7872,7.4711,10.0246,0.9342,1,3.5735,2.7221,134.9366,41.3417,0.9921,1,13.572,12.673,0.0554,0.2426,0.2559,0.0543,0.4113,0.0718,0.0486,0.0321,-0.0824,0.374,0.0637,0.0732,0.0594,-0.0688,0.374,0.0799,0.0591,0.037,-0.0824,0.4113,0.0778,0.2588,0.2659,0.0918,0.4006,0.0557,0.1377,0.1309,0,0.3854,0.0696,0.137,0.1278,0,0.3788,0.0826,0.1443,0.1357,0,0.4006,0.0742
V19-18;#340;Ebene D - 2021-01-29 20.06.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,19543.2,4452.8,0.7807,34.7166,23.4378,0.7942,0.9866,9.6362,4.4699,228.6608,54.7242,0.9595,0.9983,19.6241,14.4276,0.1518,0.5515,0.5682,0.0671,1.2084,0.2337,0.0343,0.0031,-0.0752,0.6675,0.0799,0.0369,0.0024,-0.0333,0.6489,0.0895,0.1127,0.0063,-0.0752,1.2084,0.2192,0.3562,0.3723,-0.0637,0.8559,0.1845,0.0426,0.0095,-0.0749,0.4044,0.0674,0.0578,0.0131,-0.0134,0.4043,0.0826,0.0901,0.0188,-0.0749,0.8559,0.1472
V19-18;#340;Ebene D - 2021-01-29 20.06.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,19565.4,4510.1,0.7693,8.1873,10.9976,0.8507,1,4.4028,2.6888,140.5688,42.3127,0.9866,1,14.3971,12.612,0.0582,0.3623,0.3393,0.0506,0.8602,0.2082,0.0253,0.0038,-0.072,0.2808,0.0555,0.035,0.002,-0.0384,0.2557,0.0658,0.0452,0.0055,-0.072,0.8602,0.1084,0.2494,0.2952,-0.1153,0.5108,0.1706,0.1067,0.1141,-0.0903,0.3317,0.086,0.0819,0.0785,-0.0061,0.2509,0.0764,0.1151,0.119,-0.1153,0.5108,0.099
V19-18;#340;Ebene D - 2021-01-29 20.06.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,19547.9,4474.6,0.7424,11.7318,13.748,0.78,0.9779,5.6281,2.7503,157.685,45.0525,0.9763,0.9986,15.6106,12.6754,0.0744,0.4844,0.4388,-0.0062,1.1878,0.2685,0.0967,0.022,-0.0873,1.1912,0.1607,0.0848,0.0337,-0.0495,0.6651,0.1267,0.1258,0.0351,-0.0873,1.1912,0.1994,0.3645,0.3704,0.0407,0.7298,0.1507,0.1261,0.0865,-0.0408,0.8223,0.131,0.118,0.0573,-0.0044,0.4873,0.1362,0.144,0.102,-0.0408,0.8223,0.1467
