Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
V19-18;#339;Ebene B - 2021-01-29 19.43.13.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22140.8,4525.9,0.8541,12.5372,12.8243,0.958,1,4.3843,3.5568,153.9133,44.1416,0.9926,1,14.3623,13.5289,0.0815,0.2499,0.2764,-0.0516,0.4362,0.1003,0.013,0,-0.044,0.2995,0.0509,-0.0054,-0.004,-0.0393,0.0261,0.0122,0.0321,0.0001,-0.0516,0.4362,0.0858,0.1962,0.2019,0.0569,0.2764,0.0421,0.096,0.0966,0,0.341,0.0609,0.0868,0.0868,0,0.1813,0.0419,0.1041,0.1033,0,0.341,0.0656
V19-18;#339;Ebene B - 2021-01-29 19.43.13.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22159.3,4500.8,0.8281,13.6862,16.4409,0.6363,0.9556,7.168,2.5483,172.8893,47.6964,0.955,0.9979,17.1598,12.518,0.0792,0.3318,0.3513,-0.0584,0.7846,0.1976,0.0249,0.0009,-0.0585,0.6006,0.0744,0.0299,0.0004,-0.0363,0.5123,0.0852,0.0492,0.002,-0.0585,0.7846,0.1227,0.2241,0.2346,0.0692,0.4421,0.0734,0.1033,0.0983,0,0.3615,0.0583,0.1052,0.1071,0,0.2958,0.0677,0.1129,0.1028,0,0.4421,0.068
V19-18;#339;Ebene B - 2021-01-29 19.43.13.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22103.3,4522.4,0.827,13.5061,14.1804,0.844,1,5.7673,3.1023,161.5738,45.4897,0.9812,1,15.7382,13.0088,0.0836,0.1933,0.1626,-0.0718,0.7471,0.1659,0.0027,-0.0018,-0.0793,0.3958,0.0314,-0.0016,-0.006,-0.0384,0.1476,0.0266,0.0186,-0.0002,-0.0793,0.7471,0.0772,0.1755,0.1805,-0.0624,0.4356,0.0884,0.1027,0.1052,-0.0332,0.3408,0.0481,0.1009,0.098,0,0.2195,0.0413,0.1088,0.1088,-0.0624,0.4356,0.0563
V19-18;#339;Ebene B - 2021-01-29 19.43.13.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22173.4,4517.8,0.8197,8.6143,10.9037,0.9105,1,4.1627,2.7655,140.618,42.2369,0.9905,1,14.1557,12.7386,0.0613,0.2773,0.3062,0.0181,0.518,0.1201,0.0143,0,-0.0438,0.255,0.0389,0.0059,0.0003,-0.0294,0.1176,0.0186,0.0304,0,-0.0438,0.518,0.0793,0.2192,0.2156,0.0885,0.316,0.0425,0.0545,0.0096,-0.0128,0.2712,0.0654,0.0437,0.0027,-0.0109,0.1519,0.0553,0.0646,0.0252,-0.0128,0.316,0.0754
V19-18;#339;Ebene B - 2021-01-29 19.43.13.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22104.4,4506.5,0.8175,15.4447,14.1926,0.9635,1,4.9499,3.9649,163.6476,45.5136,0.9927,1,14.9496,13.9088,0.0944,0.092,0.084,-0.0248,0.2172,0.0549,0.021,0.0002,-0.058,0.4569,0.0665,0.0207,0,-0.0421,0.2949,0.0613,0.0277,0.0013,-0.058,0.4569,0.0687,0.1165,0.1078,-0.0062,0.2535,0.0516,0.0869,0.0904,-0.0284,0.2533,0.0558,0.0735,0.0692,0,0.1919,0.0536,0.0897,0.0932,-0.0284,0.2535,0.0561
V19-18;#339;Ebene B - 2021-01-29 19.43.13.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22126.9,4522.8,0.811,15.6367,15.3417,0.8348,1,6.0584,3.0972,169.5195,46.644,0.9791,1,16.0378,13.0966,0.0922,0.3436,0.3275,-0.0099,0.7125,0.1666,0.0142,-0.0021,-0.0505,0.4835,0.0659,-0.0033,-0.003,-0.0352,0.053,0.0148,0.0448,0,-0.0505,0.7125,0.1251,0.1846,0.1857,-0.0132,0.3564,0.0706,0.097,0.0991,-0.0004,0.2556,0.0463,0.0839,0.0863,0,0.1847,0.0415,0.1051,0.1029,-0.0132,0.3564,0.0552
V19-18;#339;Ebene B - 2021-01-29 19.43.13.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22189.4,4511.5,0.8036,5.3697,8.7495,0.8814,1,3.3948,2.1109,126.5043,40.0715,0.99,1,13.3914,12.0476,0.0424,0.278,0.2545,-0.0062,0.5553,0.1471,0.0105,0,-0.0522,0.2228,0.0336,0.0105,0.0006,-0.0451,0.1475,0.0291,0.022,0,-0.0522,0.5553,0.0703,0.2233,0.224,0.1312,0.307,0.0401,0.0819,0.062,-0.0203,0.3596,0.0807,0.0705,0.0289,-0.0008,0.3596,0.0837,0.088,0.0728,-0.0203,0.3596,0.0844
V19-18;#339;Ebene B - 2021-01-29 19.43.13.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22175.6,4497.3,0.8012,8.6304,11.3464,0.8424,0.9876,4.144,3.1205,142.4949,42.6349,0.9851,1,14.134,13.0391,0.0606,0.2811,0.2817,-0.0399,0.7249,0.1691,0.022,-0.0039,-0.0597,0.6739,0.0891,0.0333,0.001,-0.0427,0.5145,0.0885,0.0376,-0.0017,-0.0597,0.7249,0.1139,0.2234,0.2312,0.0663,0.356,0.0608,0.1442,0.1363,0,0.4568,0.0792,0.1479,0.1491,0,0.3177,0.0925,0.149,0.1411,0,0.4568,0.0805
V19-18;#339;Ebene B - 2021-01-29 19.43.13.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22149.8,4514.5,0.796,10.112,12.3064,0.839,0.9812,4.7256,2.8683,148.5865,43.5765,0.9833,0.9991,14.7219,12.813,0.068,0.2306,0.2236,-0.0379,0.537,0.1291,0.0032,0,-0.0567,0.1654,0.0239,0.0104,0.001,-0.0567,0.1323,0.0278,0.0187,0,-0.0567,0.537,0.0704,0.2016,0.2124,0.0611,0.3101,0.0534,0.0764,0.0859,-0.0106,0.2274,0.0664,0.09,0.1074,0,0.1965,0.062,0.085,0.095,-0.0106,0.3101,0.0728
V19-18;#339;Ebene B - 2021-01-29 19.43.13.ndpi,PathCellObject,,PathAnnotationObject,Polygon,22081.8,4510.2,0.7697,18.1903,16.0355,0.889,0.9911,6.1036,4.1122,175.3785,47.327,0.9839,0.9992,16.0703,14.0612,0.1037,0.1652,0.1612,-0.0538,0.4326,0.0963,0.0087,0,-0.0619,0.3912,0.0374,0.0124,0,-0.0294,0.3254,0.0542,0.0251,0,-0.0619,0.4326,0.0672,0.1641,0.1622,0.0465,0.2979,0.0455,0.0662,0.0623,-0.0136,0.2823,0.0612,0.064,0.0554,-0.0085,0.1893,0.0598,0.0764,0.08,-0.0136,0.2979,0.0669
