Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
V19-18;#339;Ebene D - 2021-01-29 19.50.42.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1092.5,1787.3,0.839,33.2714,20.8658,0.9603,1,7.4053,5.776,214.6073,52.179,0.9905,1,17.3898,15.7203,0.155,0.1539,0.1185,0.0012,0.5985,0.1291,0.0633,0.0436,-0.0227,0.5051,0.066,0.0684,0.0478,-0.0167,0.2265,0.0635,0.0774,0.0521,-0.0227,0.5985,0.0857,0.0869,0.082,-0.0199,0.2096,0.0457,0.0816,0.0829,-0.0169,0.2549,0.0464,0.0816,0.0811,-0.0036,0.1769,0.0371,0.0824,0.0827,-0.0199,0.2549,0.0463
V19-18;#339;Ebene D - 2021-01-29 19.50.42.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1068.3,1783.4,0.8387,32.2112,20.4585,0.9671,1,7.1411,5.8991,211.662,51.7797,0.9921,1,17.1328,15.8315,0.1522,0.1788,0.1821,-0.0028,0.3996,0.0956,0.0575,0.0281,-0.045,0.4069,0.0693,0.0643,0.0318,-0.0343,0.4069,0.086,0.0761,0.0447,-0.045,0.4069,0.0859,0.0871,0.0864,-0.0185,0.2239,0.0351,0.0813,0.0748,-0.0248,0.3064,0.0601,0.0916,0.0919,0,0.225,0.0577,0.0822,0.0772,-0.0248,0.3064,0.057
V19-18;#339;Ebene D - 2021-01-29 19.50.42.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1059.3,1784.9,0.831,32.3836,21.7138,0.8631,0.9967,8.6345,4.9156,217.9547,53.002,0.975,1,18.5954,14.8611,0.1486,0.1637,0.1533,-0.0198,0.4665,0.0888,0.0497,0.0299,-0.0395,0.3228,0.0589,0.0392,0.025,-0.0085,0.2469,0.0468,0.0666,0.0407,-0.0395,0.4665,0.0759,0.0899,0.0922,-0.0122,0.1642,0.0322,0.0576,0.058,-0.0105,0.1942,0.0393,0.0555,0.0529,-0.0098,0.1759,0.042,0.0624,0.063,-0.0122,0.1942,0.04
V19-18;#339;Ebene D - 2021-01-29 19.50.42.ndpi,PathCellObject,,PathAnnotationObject,Polygon,869.1,1588.9,0.8308,29.3746,22.3428,0.7394,0.9896,9.5952,4.0081,218.1218,53.6342,0.9529,0.999,19.5818,13.9965,0.1347,0.1244,0.1087,-0.0514,0.4555,0.1172,0.0625,0.047,-0.0724,0.2876,0.0617,0.0604,0.0438,-0.0507,0.2601,0.0653,0.0709,0.0508,-0.0724,0.4555,0.0748,0.065,0.0684,-0.1236,0.2519,0.0703,0.1043,0.1061,-0.0506,0.3491,0.0555,0.0927,0.0948,-0.0203,0.2647,0.0591,0.099,0.102,-0.1236,0.3491,0.0592
V19-18;#339;Ebene D - 2021-01-29 19.50.42.ndpi,PathCellObject,,PathAnnotationObject,Polygon,934.57,1625.3,0.83,11.5823,12.7005,0.9023,1,4.7693,3.1844,152.3108,44.0189,0.9878,1,14.764,13.1456,0.076,0.4005,0.4009,-0.0112,0.8154,0.166,0.0608,0.0444,-0.0388,0.6762,0.069,0.0434,0.0177,-0.0388,0.257,0.0537,0.0863,0.0524,-0.0388,0.8154,0.1204,0.112,0.1238,-0.0774,0.3039,0.0815,0.0644,0.0674,-0.0846,0.221,0.0495,0.0523,0.0528,-0.0464,0.1712,0.0466,0.068,0.0703,-0.0846,0.3039,0.0541
V19-18;#339;Ebene D - 2021-01-29 19.50.42.ndpi,PathCellObject,,PathAnnotationObject,Polygon,924.31,1637.4,0.8267,9.3534,11.6485,0.8662,1,4.5914,2.6253,144.7848,42.9509,0.9863,1,14.5771,12.598,0.0646,0.4,0.4038,0.069,0.6379,0.119,0.0455,0.0201,-0.0517,0.5606,0.067,0.0563,0.0153,-0.0171,0.5606,0.0905,0.0684,0.026,-0.0517,0.6379,0.1127,0.0964,0.101,-0.0524,0.2735,0.0743,0.0447,0.0347,-0.0536,0.218,0.0443,0.0483,0.041,-0.0196,0.1881,0.0468,0.0481,0.0375,-0.0536,0.2735,0.0485
V19-18;#339;Ebene D - 2021-01-29 19.50.42.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1044.1,1749.8,0.8189,20.0231,17.3959,0.8315,1,6.9968,3.5819,184.4562,48.7255,0.9763,1,16.9891,13.557,0.1086,0.3208,0.3368,0.1083,0.4235,0.0593,0.0896,0.0826,-0.0219,0.4063,0.0719,0.0884,0.0779,-0.0086,0.3084,0.0696,0.1146,0.0961,-0.0219,0.4235,0.1007,0.128,0.1309,0.0265,0.2042,0.031,0.0853,0.0904,-0.0133,0.2161,0.045,0.0957,0.0984,0.0046,0.1836,0.0372,0.0899,0.0951,-0.0133,0.2161,0.0457
V19-18;#339;Ebene D - 2021-01-29 19.50.42.ndpi,PathCellObject,,PathAnnotationObject,Polygon,1074.1,1762.7,0.8165,40.9037,23.0882,0.9643,1,8.2124,6.3882,233.3969,54.4024,0.991,1,18.2089,16.3228,0.1753,0.1546,0.1463,0.0147,0.3266,0.0667,0.0567,0.0374,-0.0372,0.3652,0.0626,0.0441,0.0263,-0.0115,0.2641,0.0505,0.0739,0.0551,-0.0372,0.3652,0.0735,0.0877,0.0868,-0.0008,0.1734,0.0308,0.0654,0.0627,-0.0664,0.2444,0.0524,0.0656,0.0612,-0.0064,0.1981,0.0549,0.0693,0.0695,-0.0664,0.2444,0.05
V19-18;#339;Ebene D - 2021-01-29 19.50.42.ndpi,PathCellObject,,PathAnnotationObject,Polygon,998.06,1731.7,0.8144,10.7127,12.2061,0.9036,1,4.6553,2.9397,148.9288,43.5082,0.9887,1,14.6072,12.8903,0.0719,0.2014,0.203,0.0138,0.3774,0.081,0.0462,0.028,-0.0524,0.3244,0.0532,0.0403,0.0262,-0.0153,0.1614,0.0465,0.0574,0.0356,-0.0524,0.3774,0.0686,0.0912,0.0908,0.0238,0.1843,0.026,0.0651,0.0661,-0.0049,0.2507,0.05,0.0727,0.0799,-0.0015,0.1936,0.0588,0.067,0.0692,-0.0049,0.2507,0.0492
V19-18;#339;Ebene D - 2021-01-29 19.50.42.ndpi,PathCellObject,,PathAnnotationObject,Polygon,997.64,1698.8,0.8112,16.0583,15.3479,0.8567,1,6.1014,3.4429,170.2694,46.6815,0.9819,1,16.0896,13.4283,0.0943,0.356,0.361,0.0521,0.5966,0.1289,0.0289,0.0007,-0.0423,0.3656,0.0585,0.052,0.0135,-0.0343,0.2444,0.0676,0.0596,0.0013,-0.0423,0.5966,0.1173,0.0868,0.0977,-0.0695,0.2043,0.0567,0.0264,0.0025,-0.033,0.2112,0.0448,0.0558,0.043,-0.0175,0.1997,0.0578,0.032,0.0037,-0.0695,0.2112,0.0493
