Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Area µm^2,Perimeter µm
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,19640.7,5213.8,117,23104.1,920.58
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,19284.4,4860.1,34,7723.3,544.65
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,19175.2,4752.9,18,2740.3,236.78
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,17530.2,4450.9,179,36412.8,1811.3
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,17053.8,4421.7,38,8378.3,491.76
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,16895.6,4416.4,12,6399.1,394.59
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,16563.5,4469.5,39,10590.1,578.24
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,16186.9,4446.8,5,2262.6,226.27
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,15992.5,4467.4,21,3693.1,307.67
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Geometry,15326.7,4778.7,30,7304,425.05
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,15472.6,4047.1,65,10699.7,670.24
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,19445.8,5013.6,17,4047.8,293.34
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,15594.7,4615.2,55,9080.2,504.78
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,15454.3,4704.5,21,4808.2,348.55
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,15742.9,3799.2,94,14620.1,886.77
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,20211,4820.8,31,6093.5,694.68
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,19416.3,4935.8,2,323.13,75.98
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,19047.8,4674.4,36,5752.7,408.32
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,18960.6,4607.2,1,336.95,68.83
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,18803.6,4611.2,51,9587.1,666.01
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,18532.5,4600.7,35,7862.1,460.79
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,18148.6,4551.5,1,301.91,69.59
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,16744.1,4440.6,25,7807.9,371.62
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,16078.7,4447.7,19,3634.9,289.46
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,15835,4549.8,53,8107.9,542.36
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,15191.1,4694.5,60,6728.1,523.3
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,18311.8,4589.9,44,7559.1,676.55
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,17997.1,4544.9,32,7671.9,657.87
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,PathAnnotationObject,,Image,Polygon,16373.2,4471.9,38,9756.2,607.8
V19-22b;#412;Ebene E - 2021-01-29 15.53.41.ndpi,ColorDeconvolution,ColorDeconvolution,Image,Rectangle,17433.4,4428.8,65,16076.7,751.73
