Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
V19-22b;#415;Ebene E - 2021-01-29 12.15.31.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17183.6,3371.6,0.8433,10.4571,12.2257,0.8792,1,4.7605,3.0567,148.9622,43.5497,0.987,1,14.7473,12.9869,0.0702,0.2032,0.1821,-0.0027,0.6892,0.1482,0.0604,0.026,-0.0334,0.907,0.1115,0.0407,0.0231,-0.0099,0.3835,0.0673,0.0704,0.03,-0.0334,0.907,0.12,0.1177,0.1291,-0.0659,0.274,0.0661,0.0335,0.015,-0.0776,0.3581,0.054,0.0282,0.0142,-0.013,0.2127,0.0417,0.0394,0.0181,-0.0776,0.3581,0.059
V19-22b;#415;Ebene E - 2021-01-29 12.15.31.ndpi,PathCellObject,,PathAnnotationObject,Polygon,16834.2,3593.6,0.8408,11.2173,12.4809,0.9049,1,4.667,3.2034,150.8127,43.7875,0.9884,1,14.6536,13.2017,0.0744,0.5039,0.4243,0.0495,1.2216,0.2447,0.0485,0,-0.1514,0.7864,0.1318,0.0673,0,-0.0302,0.6525,0.1581,0.0827,0.0007,-0.1514,1.2216,0.1869,0.0937,0.0872,-0.3518,0.5274,0.156,0.0219,0,-0.2317,0.5366,0.0797,0.0246,0.0004,-0.0898,0.3457,0.066,0.0273,0,-0.3518,0.5366,0.0897
V19-22b;#415;Ebene E - 2021-01-29 12.15.31.ndpi,PathCellObject,,PathAnnotationObject,Polygon,16836.1,3599.1,0.8355,18.8861,15.9191,0.9365,1,5.8865,4.1723,175.8264,47.2455,0.9899,1,15.8858,14.1322,0.1074,0.3689,0.3745,-0.0643,0.8049,0.2081,0.0765,0.0053,-0.1552,1.2386,0.1621,0.0441,0.0026,-0.0703,0.4365,0.0899,0.1075,0.0135,-0.1552,1.2386,0.1902,0.0727,0.0492,-0.235,0.4264,0.1495,0.0407,0.0041,-0.3617,0.5469,0.0879,0.0179,0.0041,-0.1007,0.1814,0.0411,0.0441,0.006,-0.3617,0.5469,0.0968
V19-22b;#415;Ebene E - 2021-01-29 12.15.31.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17188.4,3400.1,0.8333,42.2631,29.4588,0.612,0.8773,11.5408,5.8748,262.6292,59.6238,0.9284,0.9891,21.5229,15.868,0.1609,0.2874,0.2045,-0.0156,1.1065,0.2892,0.048,0,-0.0461,1.158,0.1414,0.0298,0,-0.0174,0.493,0.0812,0.0866,0.0015,-0.0461,1.158,0.1948,0.0834,0.0516,-0.0759,0.5266,0.1099,0.0248,0.0012,-0.0625,0.5479,0.0672,0.0163,0.0028,-0.0255,0.2319,0.0369,0.0342,0.0027,-0.0759,0.5479,0.0788
V19-22b;#415;Ebene E - 2021-01-29 12.15.31.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17180.2,3370.7,0.83,11.7695,13.4812,0.8138,1,5.5642,2.7241,156.5912,44.8144,0.9798,1,15.5616,12.6785,0.0752,0.3202,0.3001,-0.027,0.907,0.2032,0.0612,0.019,-0.0347,0.6793,0.096,0.0699,0.0358,-0.0141,0.3425,0.0867,0.0804,0.026,-0.0347,0.907,0.1273,0.159,0.1608,-0.0472,0.3603,0.0767,0.0336,0.0131,-0.0765,0.2789,0.0486,0.0405,0.0257,-0.0118,0.2127,0.0476,0.0429,0.0172,-0.0765,0.3603,0.0608
V19-22b;#415;Ebene E - 2021-01-29 12.15.31.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17185.9,3400.3,0.8286,99.7584,58.1926,0.3702,0.7496,16.203,11.021,425.6405,75.8047,0.9308,0.9901,26.1962,20.9967,0.2344,0.0779,0,-0.0453,1.1584,0.1953,0.0697,0.0037,-0.0339,1.1065,0.1546,0.0369,0.0025,-0.0149,0.5688,0.084,0.0716,0.0026,-0.0453,1.1584,0.165,0.0398,0.0033,-0.0641,0.5419,0.0928,0.0289,0.0033,-0.0806,0.5331,0.0578,0.0231,0.001,-0.0685,0.2638,0.0484,0.0315,0.0033,-0.0806,0.5419,0.0678
V19-22b;#415;Ebene E - 2021-01-29 12.15.31.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17193,3368.8,0.8265,4.6924,7.9808,0.9258,1,2.707,2.3683,121.9705,39.2998,0.9924,1,12.7096,12.3238,0.0385,0.4189,0.4121,-0.0092,0.8809,0.265,0.0299,0.0189,-0.0372,0.5513,0.0424,0.0219,0.0092,-0.0174,0.0948,0.0269,0.045,0.0209,-0.0372,0.8809,0.1004,0.1041,0.1039,-0.0885,0.282,0.1013,0.0197,0.0126,-0.0619,0.2628,0.0262,0.0142,0.007,-0.0078,0.0634,0.0172,0.023,0.0133,-0.0885,0.282,0.0364
V19-22b;#415;Ebene E - 2021-01-29 12.15.31.ndpi,PathCellObject,,PathAnnotationObject,Polygon,16917.3,3553.3,0.8234,20.3557,17.0638,0.8785,1,6.7346,3.9982,182.9755,48.3814,0.9823,1,16.7015,13.9492,0.1112,0.6185,0.6281,0.0288,1.4066,0.2797,0.0313,0.002,-0.0639,0.5372,0.0639,0.0436,0.0052,-0.0441,0.4251,0.0799,0.0962,0.0065,-0.0639,1.4066,0.2148,0.2187,0.2506,-0.3218,0.6051,0.2157,0.0271,0.0062,-0.1514,0.32,0.0513,0.0224,0.0062,-0.1174,0.168,0.0417,0.0483,0.0082,-0.3218,0.6051,0.1053
V19-22b;#415;Ebene E - 2021-01-29 12.15.31.ndpi,PathCellObject,,PathAnnotationObject,Polygon,16865.5,3541.8,0.8201,7.5405,10.2663,0.899,1,3.7081,2.7532,136.4053,41.5929,0.9908,1,13.6963,12.7456,0.0553,0.3255,0.327,0.0522,0.5322,0.1237,0.065,0.0391,-0.1118,0.6876,0.0959,0.0794,0.0228,-0.0371,0.5567,0.1344,0.0797,0.0441,-0.1118,0.6876,0.1146,0.0942,0.1028,-0.0498,0.28,0.0862,0.0422,0.0295,-0.2428,0.3218,0.0625,0.0341,0.0198,-0.1442,0.1669,0.052,0.0451,0.0318,-0.2428,0.3218,0.0652
V19-22b;#415;Ebene E - 2021-01-29 12.15.31.ndpi,PathCellObject,,PathAnnotationObject,Polygon,16855.5,3551.4,0.8182,10.1846,11.5948,0.952,1,4.1204,3.2562,145.4319,42.9123,0.9924,1,14.1028,13.2166,0.07,0.3326,0.3369,0.0359,0.5962,0.1317,0.0586,0.0092,-0.1836,0.9494,0.1241,0.0287,0.0013,-0.0448,0.2177,0.0547,0.0776,0.0153,-0.1836,0.9494,0.1428,0.1043,0.1161,-0.1895,0.3838,0.1235,0.0355,0.009,-0.092,0.5119,0.0662,0.0267,0.0131,-0.0593,0.1839,0.0428,0.0403,0.0115,-0.1895,0.5119,0.0738
