Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
V19-22b;#413;Ebene C - 2021-01-29 15.39.34.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17226.2,3876.2,0.8908,25.7616,18.3263,0.9639,1,6.5499,5.1068,194.4677,49.6431,0.9916,1,16.5469,15.0777,0.1325,0.6066,0.598,0.1275,1.2024,0.1982,0.0662,0.0381,-0.0687,0.8509,0.095,0.0803,0.0574,-0.042,0.8509,0.1063,0.1378,0.0536,-0.0687,1.2024,0.2158,0.472,0.5105,-0.0594,1.0264,0.2057,0.0594,0.0397,-0.0956,0.4555,0.0669,0.0681,0.0489,-0.0418,0.3873,0.0781,0.114,0.0518,-0.0956,1.0264,0.1704
V19-22b;#413;Ebene C - 2021-01-29 15.39.34.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17360.8,3921.5,0.8899,12.6046,12.7289,0.9776,1,4.2003,3.8249,153.7276,44.0659,0.9948,1,14.201,13.7723,0.082,0.4657,0.5212,0.0222,0.7092,0.1521,0.0953,0.0682,-0.0548,0.5542,0.1005,0.0802,0.0594,-0.0524,0.4839,0.0851,0.1257,0.0753,-0.0548,0.7092,0.1466,0.2574,0.279,-0.0199,0.4779,0.11,0.1305,0.1206,-0.0812,0.3696,0.0705,0.1317,0.1203,-0.0015,0.3085,0.0624,0.1409,0.1257,-0.0812,0.4779,0.0822
V19-22b;#413;Ebene C - 2021-01-29 15.39.34.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17284,3854.4,0.877,23.4882,17.491,0.9648,1,5.9817,5.2575,187.9827,48.8024,0.9919,1,15.9807,15.2244,0.1249,0.5131,0.4988,0.017,1.0765,0.147,0.1077,0.0842,-0.0948,0.8483,0.1186,0.1225,0.0928,-0.062,0.7413,0.1248,0.1587,0.101,-0.0948,1.0765,0.182,0.3003,0.3166,-0.0361,0.5268,0.1034,0.1138,0.1123,-0.0974,0.524,0.0768,0.1063,0.0884,-0.0345,0.3748,0.0848,0.1373,0.1253,-0.0974,0.5268,0.1016
V19-22b;#413;Ebene C - 2021-01-29 15.39.34.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17085.6,3790.2,0.8762,69.0785,32.2498,0.8346,0.9962,13.0686,6.7117,307.2837,63.5561,0.956,0.9993,23.049,16.6615,0.2248,0.1721,0.1581,-0.0421,0.5125,0.0845,0.0731,0.0557,-0.1048,0.5166,0.0844,0.0621,0.0422,-0.0492,0.4095,0.0781,0.0953,0.077,-0.1048,0.5166,0.094,0.173,0.1635,-0.0323,0.4531,0.0658,0.0842,0.074,-0.1044,0.3902,0.0704,0.0471,0.0232,-0.1044,0.3808,0.0682,0.1041,0.0977,-0.1044,0.4531,0.0787
V19-22b;#413;Ebene C - 2021-01-29 15.39.34.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17063.1,3780.2,0.8731,26.6557,19.3058,0.8987,1,7.2496,4.731,200.3974,50.6208,0.9828,1,17.2316,14.652,0.133,0.1675,0.1515,-0.0023,0.3934,0.0743,0.0506,0.0292,-0.0809,0.4462,0.0695,0.0373,0.0138,-0.0809,0.3321,0.0625,0.0661,0.0427,-0.0809,0.4462,0.0805,0.1331,0.1381,-0.0139,0.2731,0.0461,0.0591,0.0555,-0.0931,0.2927,0.0536,0.0583,0.045,-0.0373,0.2652,0.059,0.0688,0.065,-0.0931,0.2927,0.0584
V19-22b;#413;Ebene C - 2021-01-29 15.39.34.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17039.9,3875.1,0.872,12.5349,12.8468,0.9544,1,4.592,3.5564,153.997,44.165,0.9921,1,14.5841,13.4996,0.0814,0.2532,0.2312,0.0397,0.6789,0.1456,0.1227,0.1117,-0.1043,0.6099,0.1101,0.0974,0.0859,-0.0593,0.379,0.0931,0.1332,0.1179,-0.1043,0.6789,0.1188,0.2781,0.2815,-0.0334,0.5345,0.0943,0.1418,0.1375,-0.1554,0.4634,0.0861,0.1369,0.1335,-0.0333,0.4418,0.0982,0.1528,0.1469,-0.1554,0.5345,0.0944
V19-22b;#413;Ebene C - 2021-01-29 15.39.34.ndpi,PathCellObject,,PathAnnotationObject,Polygon,16988.8,3719.8,0.8718,29.9344,21.0989,0.845,0.9967,8.3723,4.679,212.7397,52.4147,0.9731,1,18.3674,14.6245,0.1407,0.2514,0.2539,-0.0787,0.5932,0.123,0.0388,0.0131,-0.291,0.6461,0.1078,0.0642,0.0188,-0.1483,0.6461,0.1505,0.0687,0.0353,-0.291,0.6461,0.1326,0.148,0.145,-0.126,0.5128,0.1281,0.0971,0.0865,-0.1657,0.4642,0.0983,0.0931,0.0884,-0.1405,0.3832,0.0943,0.1043,0.0933,-0.1657,0.5128,0.1045
V19-22b;#413;Ebene C - 2021-01-29 15.39.34.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17281,3861.2,0.8662,8.0657,10.3209,0.9515,1,3.5787,3.0436,137.1221,41.6524,0.9932,1,13.5756,12.9839,0.0588,0.4541,0.4448,0.1648,0.867,0.1387,0.1274,0.0815,-0.0978,1.0757,0.1521,0.1317,0.0697,-0.0674,0.9117,0.1822,0.1462,0.0887,-0.0978,1.0757,0.1694,0.2433,0.2353,0.0886,0.524,0.0766,0.1061,0.0909,-0.0451,0.5054,0.0823,0.1156,0.0819,-0.0218,0.4806,0.1154,0.114,0.0966,-0.0451,0.524,0.088
V19-22b;#413;Ebene C - 2021-01-29 15.39.34.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17123.2,3952.3,0.8661,41.0224,23.6629,0.9207,1,8.9512,5.7925,236.5924,54.9866,0.9833,1,18.9294,15.7527,0.1734,0.272,0.2603,-0.0343,0.6791,0.1077,0.0534,0.0361,-0.0662,0.6806,0.0741,0.0456,0.029,-0.0662,0.563,0.0783,0.0912,0.0484,-0.0662,0.6806,0.1157,0.2369,0.2326,-0.03,0.4899,0.0769,0.0623,0.0534,-0.0973,0.3782,0.0571,0.0499,0.0411,-0.0738,0.2883,0.0562,0.0925,0.0656,-0.0973,0.4899,0.0899
V19-22b;#413;Ebene C - 2021-01-29 15.39.34.ndpi,PathCellObject,,PathAnnotationObject,Polygon,17099.6,3918.7,0.8655,13.772,13.3679,0.9685,1,4.4753,3.8666,157.7997,44.6747,0.9936,1,14.4658,13.8534,0.0873,0.5259,0.543,0.0071,1.3265,0.2316,0.0364,0.0238,-0.1028,0.5049,0.0567,0.0346,0.0312,-0.039,0.1094,0.0349,0.0789,0.0292,-0.1028,1.3265,0.163,0.3902,0.3761,-0.1685,0.9137,0.2626,0.0543,0.0421,-0.1529,0.3543,0.0565,0.0473,0.0474,-0.0327,0.1351,0.0353,0.0834,0.0477,-0.1685,0.9137,0.1335
