Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
V20-09 A;#103;Ebene E - 2021-01-29 17.09.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5122.8,6080.8,0.8954,14.9937,13.9849,0.9634,1,4.8816,3.9886,162.1965,45.3051,0.993,1,14.8786,13.951,0.0924,0.5839,0.5787,0.1262,1.0609,0.1778,0.204,0.1272,-0.0966,0.9161,0.2236,0.1838,0.1185,-0.0592,0.8288,0.2128,0.2392,0.1633,-0.0966,1.0609,0.2458,0.1747,0.2029,-0.2854,0.4092,0.1308,0.0948,0.0776,-0.2757,0.4857,0.1045,0.0968,0.0703,-0.0716,0.3787,0.1017,0.1022,0.0859,-0.2854,0.4857,0.1097
V20-09 A;#103;Ebene E - 2021-01-29 17.09.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5164.3,6112,0.8814,9.5982,11.1465,0.9708,1,3.7534,3.3281,142.7204,42.471,0.9943,1,13.7516,13.2594,0.0672,0.5052,0.5204,-0.0615,0.8921,0.1894,0.1246,0.0593,-0.0619,0.8279,0.1652,0.1158,0.0165,-0.033,0.7027,0.1846,0.1499,0.0715,-0.0619,0.8921,0.192,0.1566,0.1372,-0.0276,0.4232,0.1069,0.0643,0.0348,-0.1001,0.4202,0.08,0.0452,0.0152,-0.0889,0.1871,0.0582,0.0705,0.0409,-0.1001,0.4232,0.0852
V20-09 A;#103;Ebene E - 2021-01-29 17.09.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,4950.1,6101.5,0.8797,18.5082,15.4694,0.9719,1,5.377,4.519,173.1141,46.7912,0.9936,1,15.3736,14.4635,0.1069,0.5282,0.5054,0.1039,1.0701,0.1921,0.0792,0.0329,-0.0695,0.6693,0.1236,0.105,0.0479,-0.0464,0.6693,0.1649,0.1272,0.0471,-0.0695,1.0701,0.1919,0.1377,0.1426,-0.0878,0.4463,0.1195,0.0628,0.0406,-0.1027,0.4117,0.0787,0.0549,0.0405,-0.0674,0.2875,0.0643,0.0708,0.0457,-0.1027,0.4463,0.0871
V20-09 A;#103;Ebene E - 2021-01-29 17.09.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5063.1,6081.1,0.8784,23.3636,17.6825,0.939,1,6.3602,4.7795,189.0017,49.0021,0.9891,1,16.361,14.7554,0.1236,0.5464,0.5699,0.1208,0.9226,0.1665,0.1122,0.0325,-0.1554,1.1756,0.1814,0.1711,0.1283,-0.069,1.1756,0.2095,0.1662,0.0648,-0.1554,1.1756,0.2298,0.1605,0.2173,-0.2247,0.4281,0.1546,0.0544,0.0099,-0.4068,0.5199,0.1109,0.0361,0.0024,-0.4068,0.4871,0.1189,0.0676,0.0184,-0.4068,0.5199,0.1224
V20-09 A;#103;Ebene E - 2021-01-29 17.09.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5102.5,6127.8,0.8776,35.0774,21.4939,0.9541,0.9972,7.6319,6.0426,219.5658,52.8007,0.9897,1,17.6285,15.9877,0.1598,0.6258,0.6141,0.163,0.9829,0.1357,0.0849,0.0315,-0.0897,0.6973,0.1167,0.0759,0.0327,-0.0361,0.5294,0.1147,0.1712,0.0703,-0.0897,0.9829,0.2316,0.2122,0.2309,-0.1688,0.5904,0.1355,0.0492,0.0166,-0.1682,0.6267,0.0842,0.0407,0.0085,-0.0779,0.2849,0.0647,0.0752,0.0299,-0.1688,0.6267,0.1116
V20-09 A;#103;Ebene E - 2021-01-29 17.09.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5152.2,6121.9,0.8775,13.3381,13.1788,0.965,1,4.5593,3.7369,156.4347,44.4888,0.9932,1,14.5462,13.6876,0.0853,0.589,0.624,0.0822,0.9136,0.2064,0.0856,0.0039,-0.1019,0.6855,0.1392,0.0758,0.0157,-0.0384,0.5283,0.1249,0.1289,0.0115,-0.1019,0.9136,0.2033,0.1661,0.1742,-0.1665,0.4508,0.1494,0.0385,0.0012,-0.1011,0.405,0.0709,0.0461,0.0222,-0.0212,0.2784,0.0629,0.0495,0.0033,-0.1665,0.4508,0.0883
V20-09 A;#103;Ebene E - 2021-01-29 17.09.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5099.7,6048,0.8723,22.5064,17.0836,0.9691,1,5.9144,5.0891,184.8821,48.3868,0.9923,1,15.904,15.0261,0.1217,0.5764,0.5683,0.1865,1.0702,0.1696,0.1513,0.0887,-0.0998,0.8054,0.1731,0.2459,0.2128,-0.0266,0.7933,0.2312,0.2031,0.1175,-0.0998,1.0702,0.2217,0.1842,0.1851,-0.0947,0.5045,0.117,0.0833,0.0816,-0.2004,0.527,0.0838,0.097,0.0872,-0.0368,0.3487,0.0857,0.0956,0.0911,-0.2004,0.527,0.0945
V20-09 A;#103;Ebene E - 2021-01-29 17.09.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5152.9,6097.9,0.8719,17.6751,15.3468,0.9431,1,5.3723,4.3151,171.8196,46.6734,0.9912,1,15.368,14.2764,0.1029,0.6499,0.6275,0.2859,1.0369,0.1482,0.2121,0.1125,-0.0446,1.0208,0.2391,0.1472,0.0747,-0.0437,0.6809,0.1748,0.2568,0.1622,-0.0446,1.0369,0.2667,0.1882,0.1992,-0.1729,0.4114,0.1018,0.0823,0.0509,-0.1699,0.4195,0.0976,0.0759,0.0491,-0.032,0.2683,0.0818,0.0931,0.0705,-0.1729,0.4195,0.1031
V20-09 A;#103;Ebene E - 2021-01-29 17.09.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5128.4,6105.7,0.8671,35.6566,23.0468,0.8436,1,9.2576,5.0166,228.2909,54.3795,0.9701,1,19.2334,14.9812,0.1562,0.5767,0.5616,0.1437,1.0584,0.1495,0.1088,0.0562,-0.0996,0.8249,0.1365,0.0926,0.0076,-0.0632,0.4591,0.1317,0.1818,0.0915,-0.0996,1.0584,0.2192,0.1745,0.1902,-0.2887,0.3601,0.0995,0.0555,0.0376,-0.2358,0.3458,0.068,0.0386,0.0041,-0.0684,0.194,0.0579,0.074,0.0549,-0.2887,0.3601,0.0855
V20-09 A;#103;Ebene E - 2021-01-29 17.09.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5053.6,6061.9,0.867,10.907,11.9174,0.9651,1,4.0709,3.4702,147.7855,43.2379,0.9934,1,14.0708,13.3986,0.0738,0.5577,0.562,0.2023,0.8983,0.141,0.1705,0.0946,-0.1149,0.8531,0.2105,0.1367,0.0399,-0.1149,0.7589,0.2192,0.1992,0.1108,-0.1149,0.8983,0.2298,0.0757,0.0699,-0.1627,0.3831,0.1338,0.07,0.0263,-0.2151,0.4529,0.1057,0.0894,0.0472,-0.1171,0.3661,0.1115,0.0704,0.0288,-0.2151,0.4529,0.108
