Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
V20-09 A;#112;Ebene C - 2021-01-29 17.29.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,25338.7,2367.3,0.9097,17.4631,15.1005,0.9624,1,5.1814,4.428,170.1767,46.4157,0.9926,1,15.1682,14.3872,0.1026,0.47,0.4603,0.1937,0.7061,0.0958,0.1145,0.0259,-0.112,0.7357,0.1754,0.052,0.0006,-0.0808,0.512,0.1102,0.1507,0.0507,-0.112,0.7357,0.2003,0.5298,0.54,0.1706,0.7812,0.0905,0.1619,0.1144,-0.1182,0.7279,0.1577,0.0906,0.0767,-0.0474,0.4209,0.0963,0.1994,0.1418,-0.1182,0.7812,0.1886
V20-09 A;#112;Ebene C - 2021-01-29 17.29.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,25348.3,2368.7,0.9056,19.1344,15.6675,0.9796,1,5.3037,4.7223,174.6995,46.9885,0.9943,1,15.3054,14.666,0.1095,0.4574,0.4419,0.0699,0.9628,0.1991,0.0384,0,-0.1164,0.5242,0.081,0.0597,0.0039,-0.0601,0.3605,0.0974,0.0842,0.0045,-0.1164,0.9628,0.1651,0.4036,0.4586,-0.1265,0.7475,0.2048,0.099,0.0597,-0.0922,0.6917,0.1162,0.1138,0.0445,-0.0157,0.6647,0.1483,0.1323,0.0786,-0.1265,0.7475,0.1601
V20-09 A;#112;Ebene C - 2021-01-29 17.29.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,24738.6,2370.1,0.9013,17.4756,15.1153,0.9612,1,5.2931,4.2,170.2925,46.4317,0.9926,1,15.2912,14.1584,0.1026,0.4626,0.4703,0.1127,0.6973,0.1098,0.0461,0.0147,-0.0919,0.4868,0.0883,0.0726,0.0414,-0.0724,0.3627,0.1026,0.089,0.0312,-0.0919,0.6973,0.1557,0.4702,0.4989,0.1131,0.7204,0.1005,0.1721,0.1742,0,0.5741,0.1034,0.1808,0.1689,0,0.4145,0.1103,0.2028,0.1905,0,0.7204,0.1372
V20-09 A;#112;Ebene C - 2021-01-29 17.29.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,24975.3,2419.5,0.9011,19.2963,15.7462,0.978,1,5.2468,4.8144,175.2145,47.0631,0.9941,1,15.2417,14.7815,0.1101,0.3016,0.2961,-0.0027,0.5234,0.1077,0.02,0,-0.0876,0.5142,0.0665,0.0498,0,-0.0696,0.5017,0.1148,0.051,0,-0.0876,0.5234,0.1139,0.3524,0.3637,0.0976,0.5271,0.0825,0.0644,0.0258,-0.0205,0.4644,0.0854,0.0882,0.0033,-0.0112,0.4175,0.1199,0.0961,0.0409,-0.0205,0.5271,0.1239
V20-09 A;#112;Ebene C - 2021-01-29 17.29.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,25860.5,2349.7,0.8994,19.8879,16.0384,0.9716,1,5.5583,4.5442,177.0744,47.3406,0.9929,1,15.5533,14.4776,0.1123,0.2999,0.2966,-0.0397,0.673,0.1326,0.0854,0.0048,-0.0867,0.8649,0.1799,0.0943,0.0307,-0.0587,0.8238,0.1688,0.1093,0.0224,-0.0867,0.8649,0.1878,0.378,0.3925,0.0838,0.6309,0.1096,0.1748,0.1499,-0.0218,0.6614,0.131,0.1905,0.1748,0,0.6496,0.1366,0.1975,0.1657,-0.0218,0.6614,0.1438
V20-09 A;#112;Ebene C - 2021-01-29 17.29.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,24930.2,2316.6,0.8982,14.1393,13.5357,0.9698,1,4.5229,4.0475,159.1615,44.8644,0.9937,1,14.522,14.0238,0.0888,0.5432,0.5466,0.0748,1.0673,0.1921,0.0562,0.0013,-0.0915,0.5431,0.1089,0.0532,0.0013,-0.0356,0.3389,0.0924,0.0991,0.0033,-0.0915,1.0673,0.1819,0.3977,0.4672,-0.0465,0.6862,0.2013,0.0982,0.0056,-0.0165,0.5836,0.1477,0.0929,0.0002,-0.0114,0.4415,0.1464,0.1245,0.0115,-0.0465,0.6862,0.1751
V20-09 A;#112;Ebene C - 2021-01-29 17.29.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,24769.2,2334.6,0.8978,19.3122,15.7956,0.9727,1,5.4101,4.656,175.4428,47.1032,0.9937,1,15.4021,14.6457,0.1101,0.462,0.4699,0.0276,0.712,0.1101,0.0763,0.0107,-0.1101,0.7071,0.1437,0.0341,0,-0.1019,0.4402,0.0935,0.1186,0.0322,-0.1101,0.712,0.185,0.5044,0.5192,0.1216,0.697,0.0972,0.2195,0.225,-0.008,0.6755,0.1428,0.1921,0.2006,-0.0065,0.4881,0.1231,0.2507,0.2462,-0.008,0.697,0.1646
V20-09 A;#112;Ebene C - 2021-01-29 17.29.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,25823.3,2306.8,0.8956,17.0252,15.2644,0.9182,1,5.5687,4.0332,170.3117,46.5579,0.9873,1,15.5647,13.996,0.1,0.4922,0.4409,0.0424,1.1842,0.2567,0.0549,0,-0.0722,0.8124,0.1345,0.0635,0,-0.0414,0.8124,0.1639,0.0985,0.0006,-0.0722,1.1842,0.2,0.448,0.4627,0.0174,0.8159,0.1423,0.0816,0.0229,-0.0456,0.5821,0.1158,0.0436,0,-0.0456,0.5148,0.1029,0.1182,0.0469,-0.0456,0.8159,0.1617
V20-09 A;#112;Ebene C - 2021-01-29 17.29.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,25920.9,2326.1,0.8946,19.7954,16.1221,0.957,1,5.7366,4.4338,177.4812,47.4266,0.9916,1,15.7338,14.3936,0.1115,0.4063,0.396,0.0631,0.7455,0.125,0.0485,0.0001,-0.1194,0.5811,0.1089,0.0669,0.0239,-0.0849,0.5006,0.1113,0.0887,0.0159,-0.1194,0.7455,0.1583,0.3388,0.3862,-0.1206,0.7895,0.1686,0.1569,0.1463,-0.0984,0.581,0.1201,0.155,0.1341,-0.0113,0.5304,0.1304,0.1773,0.1619,-0.1206,0.7895,0.1389
V20-09 A;#112;Ebene C - 2021-01-29 17.29.36.ndpi,PathCellObject,,PathAnnotationObject,Polygon,25061.5,2388.9,0.8946,13.3957,13.1577,0.9723,1,4.4099,4.0414,156.4079,44.4739,0.9937,1,14.3948,14.0097,0.0857,0.4394,0.4596,0.0406,0.7394,0.131,0.0487,0.0217,-0.097,0.4191,0.0885,0.069,0.0205,-0.077,0.4191,0.1219,0.0822,0.0348,-0.097,0.7394,0.1435,0.3839,0.4288,0.0136,0.6208,0.1423,0.1574,0.1513,-0.0278,0.5152,0.0968,0.1276,0.1121,-0.0136,0.3416,0.0908,0.1768,0.1608,-0.0278,0.6208,0.1197
