Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6903.5,3720,0.8506,11.9396,12.7247,0.9266,1,4.7199,3.342,152.7025,44.0274,0.9899,1,14.6903,13.3322,0.0782,0.4368,0.4571,-0.0775,0.7585,0.1579,0.1276,0.0393,-0.2863,0.8073,0.1893,0.1787,0.1194,-0.2219,0.8026,0.2149,0.152,0.0704,-0.2863,0.8073,0.2047,0.2433,0.2611,-0.217,0.6751,0.2191,0.1087,0.0478,-0.304,0.695,0.157,0.1665,0.1373,-0.304,0.635,0.1813,0.1194,0.0649,-0.304,0.695,0.1668
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6920.1,3726,0.8456,19.1406,16.6232,0.8704,1,6.5492,3.7782,179.405,47.9308,0.9813,1,16.5121,13.748,0.1067,0.356,0.324,0,0.9109,0.1393,0.0532,0,-0.1639,0.4222,0.0968,0.0566,0,-0.1394,0.3311,0.1059,0.0855,0,-0.1639,0.9109,0.1384,0.1869,0.2169,-0.2234,0.5183,0.1702,0.0487,0,-0.1351,0.4375,0.0826,0.0378,0,-0.0795,0.2768,0.0641,0.0634,0,-0.2234,0.5183,0.1048
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6893.3,3704,0.834,38.7356,24.5733,0.8061,0.9937,10.0643,4.7527,238.6261,55.8755,0.9605,0.9992,20.0179,14.718,0.1623,0.3196,0.3151,-0.1542,0.7314,0.1464,0.0539,0,-0.1996,0.7251,0.1218,0.0813,0,-0.1393,0.5837,0.1445,0.0967,0,-0.1996,0.7314,0.1595,0.1393,0.1347,-0.2468,0.573,0.1472,0.0436,0,-0.2579,0.5669,0.0984,0.0441,0,-0.1928,0.4032,0.112,0.059,0,-0.2579,0.573,0.1133
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6895.8,3738.5,0.8281,40.1607,24.8809,0.8152,0.9869,9.8079,5.8497,241.4676,56.1553,0.9622,0.9981,19.8034,15.8018,0.1663,0.2571,0.2589,-0.1818,0.5531,0.099,0.0672,0,-0.2679,1.0288,0.1493,0.0731,0,-0.0736,0.7233,0.1635,0.0988,0.0087,-0.2679,1.0288,0.1587,0.1628,0.1757,-0.1249,0.3843,0.0822,0.0626,0.0045,-0.2358,0.7657,0.1149,0.0683,0,-0.1445,0.5745,0.1197,0.0793,0.0257,-0.2358,0.7657,0.1163
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6881.5,3699,0.8259,57.48,29.8942,0.8083,1,12.4438,5.7735,283.972,61.209,0.9525,1,22.4256,15.7683,0.2024,0.2866,0.2908,-0.278,0.6866,0.1288,0.0532,0,-0.2046,0.8158,0.1221,0.0534,0,-0.1341,0.493,0.1245,0.1004,0,-0.278,0.8158,0.155,0.1866,0.2042,-0.2395,0.6315,0.1273,0.049,0,-0.2478,0.534,0.0983,0.0518,0,-0.1093,0.2924,0.0803,0.0769,0,-0.2478,0.6315,0.1185
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6908.3,3744.7,0.806,34.9573,22.2548,0.887,1,8.4573,5.2334,223.3215,53.5652,0.9781,1,18.4515,15.1922,0.1565,0.3413,0.3358,-0.2083,0.7626,0.1633,0.0689,0,-0.2381,1.0288,0.1537,0.1319,0.0078,-0.1396,1.0288,0.2075,0.1114,0.0086,-0.2381,1.0288,0.184,0.2323,0.2355,-0.257,0.499,0.1093,0.0467,0,-0.1532,0.6385,0.1011,0.0864,0,-0.1045,0.6163,0.1505,0.0756,0.0103,-0.257,0.6385,0.1226
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6886.5,3714.8,0.8057,25.3014,18.6852,0.9107,1,7.0137,4.5969,195.8197,49.9935,0.9846,1,17.0104,14.5838,0.1292,0.2525,0.2366,0.0255,0.7371,0.1427,0.0206,0,-0.1725,0.5454,0.0738,0.0142,0,-0.1192,0.2333,0.0621,0.0509,0,-0.1725,0.7371,0.1163,0.1851,0.1908,-0.2572,0.5363,0.119,0.0404,0,-0.196,0.3964,0.0726,0.0341,0,-0.0799,0.3106,0.0643,0.0593,0.0099,-0.2572,0.5363,0.0939
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6904,3726,0.8049,17.6054,15.3893,0.9342,1,5.5408,4.028,171.6419,46.6895,0.9895,1,15.5379,14.0221,0.1026,0.3215,0.3024,0.0941,0.6158,0.1125,0.1002,0,-0.2826,0.7585,0.1709,0.1691,0.1423,-0.1774,0.6358,0.1884,0.1228,0.0299,-0.2826,0.7585,0.1789,0.2398,0.2703,-0.2233,0.4644,0.1472,0.0941,0.0053,-0.2336,0.6792,0.1475,0.1253,0.1105,-0.181,0.5947,0.1434,0.109,0.0345,-0.2336,0.6792,0.1539
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6931.2,3739.7,0.8043,30.8162,22.6714,0.7534,0.9761,9.2864,4.1887,220.929,53.9269,0.9547,0.9977,19.273,14.151,0.1395,0.2566,0.2404,-0.0834,0.6704,0.1213,0.0453,0,-0.1683,0.5174,0.0945,0.0433,0,-0.1029,0.3468,0.0989,0.0748,0,-0.1683,0.6704,0.1229,0.2077,0.2058,0.0286,0.4916,0.0762,0.0497,0.0033,-0.1739,0.402,0.0759,0.0584,0,-0.0322,0.2778,0.0801,0.0717,0.025,-0.1739,0.4916,0.0936
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6928.3,3726.7,0.8019,51.701,27.4836,0.8601,0.9884,10.268,6.8456,266.1325,58.7886,0.9677,0.9981,20.2498,16.7961,0.1943,0.1533,0.1512,-0.0997,0.3983,0.0972,0.0382,0,-0.104,0.9109,0.107,0.0368,0,-0.0349,0.9109,0.1245,0.0605,0,-0.104,0.9109,0.1146,0.0957,0.1122,-0.1549,0.2663,0.0715,0.0256,0,-0.227,0.5183,0.0782,0.0298,0,-0.1736,0.5058,0.101,0.0391,0,-0.227,0.5183,0.0818
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6901.2,3733.6,0.8016,25.7521,20.4817,0.7714,1,8.6077,3.7739,205.5961,51.8116,0.9624,1,18.5863,13.7508,0.1253,0.2958,0.2653,0.0296,0.8982,0.138,0.0672,0,-0.1987,0.5669,0.1182,0.0735,0,-0.1541,0.4568,0.1284,0.0959,0.0173,-0.1987,0.8982,0.1426,0.2001,0.2137,-0.2409,0.3831,0.0939,0.0606,0.0042,-0.1977,0.4193,0.0968,0.0767,0.0059,-0.1249,0.3672,0.1136,0.0781,0.0222,-0.2409,0.4193,0.1069
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6915.5,3738.2,0.787,18.4099,16.7322,0.8263,1,6.7761,3.4769,179.2514,48.0411,0.976,1,16.7744,13.4575,0.1027,0.2119,0.2058,-0.0267,0.4534,0.0797,0.0564,0,-0.1683,0.6965,0.1139,0.0628,0,-0.0773,0.476,0.1192,0.0724,0,-0.1683,0.6965,0.1205,0.142,0.1446,-0.124,0.2605,0.0513,0.0536,0.0042,-0.15,0.4266,0.0853,0.0685,0,-0.0483,0.4266,0.0942,0.0627,0.0171,-0.15,0.4266,0.0867
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6922.6,3743.6,0.7788,60.2582,29.8185,0.8516,0.9967,11.9579,6.238,286.1992,61.1165,0.9629,0.9993,21.9331,16.2109,0.2105,0.2084,0.189,-0.1683,0.7929,0.1588,0.0606,0,-0.1642,0.6565,0.1146,0.0665,0,-0.1228,0.4804,0.1241,0.0917,0.0218,-0.1683,0.7929,0.1389,0.1439,0.138,-0.2413,0.5005,0.1012,0.0548,0.0171,-0.2367,0.4289,0.0826,0.0803,0.0561,-0.1104,0.3744,0.0926,0.0736,0.0433,-0.2413,0.5005,0.0941
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6871.5,3696.4,0.773,27.3397,21.418,0.7489,0.996,9.0347,3.7317,211.5584,52.7191,0.9565,1,19.0246,13.6881,0.1292,0.2543,0.2561,-0.0331,0.8073,0.1223,0.0478,0,-0.283,0.6718,0.1151,0.0465,0,-0.1945,0.497,0.1137,0.0746,0,-0.283,0.8073,0.1352,0.1369,0.1491,-0.2452,0.3717,0.1037,0.0602,0.0006,-0.2108,0.6242,0.1038,0.0404,0,-0.1678,0.3024,0.087,0.0702,0.0187,-0.2452,0.6242,0.1069
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6912.2,3729.6,0.7725,8.6637,10.7018,0.9506,1,3.7461,3.0302,139.6118,42.0326,0.993,1,13.7459,12.9893,0.0621,0.2786,0.2859,0.0596,0.5033,0.1053,0.0544,0,-0.1774,0.6102,0.1119,0.0538,0,-0.1295,0.5449,0.1319,0.0681,0,-0.1774,0.6102,0.1237,0.096,0.0786,-0.1259,0.3257,0.1113,0.0458,0,-0.193,0.4199,0.0907,0.0919,0.0352,-0.1526,0.4076,0.1223,0.0489,0,-0.193,0.4199,0.0929
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6898.3,3713.6,0.7608,27.339,20.4861,0.8186,1,8.3379,4.0457,206.8538,51.7891,0.9692,1,18.328,14.0192,0.1322,0.3667,0.3556,0.0174,0.8075,0.1612,0.093,0.0095,-0.2805,1.0054,0.1737,0.1622,0.096,-0.2504,1.0054,0.2294,0.1292,0.0428,-0.2805,1.0054,0.1955,0.2134,0.2498,-0.398,0.5694,0.1716,0.0747,0.0232,-0.2698,0.6766,0.134,0.086,0.0297,-0.2548,0.6272,0.1716,0.0931,0.0441,-0.398,0.6766,0.1472
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6940.8,3736.8,0.7548,56.6419,27.0124,0.9755,1,9.0163,8.1352,268.5166,58.3075,0.9925,1,19.0128,18.1324,0.2109,0.2279,0.23,-0.0421,0.5278,0.0866,0.0306,0,-0.1727,0.6256,0.0824,0.0314,0,-0.1015,0.4099,0.08,0.0722,0,-0.1727,0.6256,0.1158,0.1786,0.1802,-0.1036,0.3451,0.072,0.0378,0,-0.1375,0.4979,0.0694,0.0366,0,-0.0875,0.3737,0.0728,0.0675,0.0144,-0.1375,0.4979,0.0905
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6932.9,3749.6,0.7402,11.0115,13.8599,0.7203,0.9693,5.7211,2.5413,157.1554,45.0584,0.9727,0.9989,15.7109,12.5065,0.0701,0.1893,0.2119,-0.1544,0.4622,0.1276,0.0073,0,-0.1685,0.5383,0.0614,0.0463,0,-0.0748,0.4536,0.1175,0.0202,0,-0.1685,0.5383,0.0827,0.1267,0.1358,-0.1524,0.2855,0.0838,0.0224,0,-0.1848,0.2307,0.0409,0.0331,0.0128,-0.0971,0.192,0.0513,0.0298,0.0042,-0.1848,0.2855,0.0526
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6910.4,3720.9,0.7376,20.2937,17.0307,0.8792,0.9731,5.9036,4.8892,182.6656,48.3339,0.9826,0.9979,15.9016,14.864,0.1111,0.3729,0.3758,0.0057,0.7083,0.1293,0.0847,0,-0.1916,0.7434,0.1614,0.1497,0.0754,-0.103,0.7434,0.1888,0.1169,0,-0.1916,0.7434,0.1824,0.2226,0.235,-0.1971,0.5328,0.1457,0.0505,0,-0.2348,0.6349,0.132,0.0719,0,-0.1336,0.6349,0.1536,0.0697,0,-0.2348,0.6349,0.1442
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6896.5,3721.2,0.7264,16.407,14.8828,0.9308,1,5.2493,4.4301,168.294,46.2157,0.9901,1,15.2408,14.383,0.0975,0.4114,0.4255,-0.0643,1.0821,0.2105,0.0582,0,-0.2824,0.9893,0.1558,0.1322,0.0086,-0.1039,0.7399,0.184,0.0927,0,-0.2824,1.0821,0.193,0.3016,0.3402,-0.2662,0.7374,0.2299,0.0769,0,-0.2731,0.6933,0.1477,0.1103,0.0053,-0.1374,0.5197,0.152,0.0989,0,-0.2731,0.7374,0.1712
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6900,3745,0.7143,16.6595,15.4706,0.8747,0.9993,5.9421,3.5409,171.2019,46.7832,0.983,1,15.9108,13.4712,0.0973,0.3903,0.4119,-0.2278,1.0288,0.2407,0.0782,0,-0.2704,0.7418,0.1468,0.1376,0.1178,-0.1944,0.5884,0.1557,0.1085,0.0085,-0.2704,1.0288,0.1834,0.3114,0.2984,-0.0634,0.777,0.1755,0.0566,0.0066,-0.1436,0.5418,0.0987,0.0931,0.0552,-0.1349,0.4567,0.1127,0.0814,0.0214,-0.1436,0.777,0.1322
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6897.9,3751.7,0.6867,5.9552,9.7399,0.7889,1,4.109,2.0332,131.9008,41.0465,0.9838,1,14.0953,11.9472,0.0451,0.166,0.1777,-0.0423,0.418,0.1044,0.0252,0,-0.1156,0.6629,0.0852,0.0319,0,-0.1113,0.6629,0.1157,0.0316,0,-0.1156,0.6629,0.091,0.0855,0.0954,-0.1146,0.2396,0.0743,0.0319,0,-0.1726,0.3834,0.065,0.0433,0,-0.0534,0.3834,0.0819,0.0343,0,-0.1726,0.3834,0.0664
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6909.8,3735.7,0.6647,9.1391,11.0275,0.9444,1,3.8295,3.0855,141.5078,42.3377,0.9921,1,13.8147,13.0433,0.0646,0.1182,0.1247,-0.1077,0.3858,0.0953,0.064,0,-0.1815,0.9041,0.1283,0.0821,0,-0.0873,0.5408,0.1354,0.0675,0,-0.1815,0.9041,0.1271,0.0807,0.0716,-0.0381,0.2455,0.0679,0.0425,0,-0.2407,0.368,0.0822,0.082,0.0257,-0.145,0.3435,0.1073,0.045,0,-0.2407,0.368,0.0819
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6914.9,3727.1,0.5891,7.9678,11.3428,0.7782,0.9862,4.655,2.1338,141.9995,42.648,0.9811,1,14.621,12.0762,0.0561,0.2014,0.2031,-0.0676,0.4255,0.1036,0.0994,0,-0.1774,0.8981,0.1606,0.1304,0.0074,-0.0952,0.5312,0.1652,0.1052,0.0001,-0.1774,0.8981,0.1597,0.1199,0.1265,-0.1327,0.4048,0.1307,0.0726,0,-0.222,0.5183,0.1216,0.064,0,-0.1697,0.4479,0.1196,0.0753,0,-0.222,0.5183,0.1226
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,6908.5,3728.3,0.5434,11.6975,13.2927,0.8319,0.9871,5.248,2.9656,155.3189,44.5439,0.9837,1,15.2414,12.9617,0.0753,0.2526,0.2567,0.0176,0.6102,0.1243,0.0931,0,-0.1821,0.7083,0.1538,0.1308,0.0476,-0.0938,0.6612,0.1761,0.1051,0.0043,-0.1821,0.7083,0.1574,0.0969,0.1289,-0.1945,0.3675,0.1256,0.0836,0,-0.2336,0.5788,0.1352,0.0914,0.0308,-0.1046,0.3823,0.1159,0.0846,0.0045,-0.2336,0.5788,0.1346
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,7016.5,3711.5,0.8738,47.5746,26.3905,0.8584,1,10.5549,5.8549,256.569,57.7068,0.9682,1,20.5447,15.8314,0.1854,0.0972,0.0749,-0.1021,0.8495,0.103,0.0093,0,-0.1089,0.3022,0.035,0.0053,0,-0.0418,0.1616,0.0231,0.0256,0,-0.1089,0.8495,0.0643,0.0701,0.057,-0.1298,0.5779,0.0885,0.0128,0,-0.1062,0.2798,0.0379,0.0051,0,-0.0409,0.1464,0.0217,0.0234,0,-0.1298,0.5779,0.0559
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,7072.6,3762.7,0.8025,36.4896,23.3179,0.8433,1,9.4068,4.9863,230.3164,54.637,0.9695,1,19.3947,14.9628,0.1584,0.1718,0.1547,-0.049,0.64,0.1033,0.0074,0,-0.0923,0.2942,0.0283,0.001,0,-0.0553,0.0746,0.0172,0.0336,0,-0.0923,0.64,0.0773,0.096,0.0902,-0.0942,0.319,0.0764,0.0105,0,-0.124,0.2551,0.0307,0.0106,0,-0.029,0.1187,0.0239,0.0241,0,-0.124,0.319,0.052
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,7033.5,3724.3,0.8021,20.8558,18.3681,0.7768,0.9953,7.6294,3.4197,190.0012,49.6757,0.9676,1,17.6131,13.4115,0.1098,0.2208,0.2086,-0.0046,0.8723,0.1273,0.0173,0,-0.1262,0.3728,0.0531,0.0244,0,-0.0664,0.3137,0.0653,0.0396,0,-0.1262,0.8723,0.0912,0.1436,0.1576,-0.1961,0.3919,0.115,0.0267,0,-0.1067,0.3558,0.0545,0.0401,0,-0.0768,0.3017,0.0812,0.0395,0,-0.1961,0.3919,0.0736
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,7047.9,3739.6,0.7877,34.5424,23.079,0.8149,0.9964,9.4016,4.7368,227.247,54.4012,0.9649,0.9995,19.3907,14.6769,0.152,0.1545,0.1434,-0.1109,0.4308,0.1008,0.0176,0,-0.1507,0.5288,0.0564,0.0213,0,-0.1271,0.5288,0.0712,0.0385,0,-0.1507,0.5288,0.0816,0.0873,0.094,-0.1367,0.2898,0.0804,0.0136,0,-0.2541,0.2988,0.0478,0.0141,0,-0.2541,0.2421,0.0518,0.0248,0,-0.2541,0.2988,0.0602
V20-09 A;#104;Ebene C - 2021-01-29 17.16.41.ndpi,PathCellObject,,PathAnnotationObject,Polygon,7064,3731.1,0.7799,26.0816,18.2604,0.9829,1,6.0568,5.5725,194.4145,49.5692,0.9943,1,16.0532,15.4983,0.1342,0.1132,0.111,-0.0446,0.3061,0.0598,0.0122,0,-0.1078,0.2993,0.0387,0.0148,0,-0.0774,0.2239,0.0449,0.0258,0,-0.1078,0.3061,0.0545,0.0674,0.0712,-0.0945,0.1765,0.0538,0.0384,0,-0.1253,0.31,0.066,0.029,0,-0.0412,0.2298,0.0505,0.0423,0,-0.1253,0.31,0.0652
