Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Detection probability,Nucleus: Area µm^2,Nucleus: Length µm,Nucleus: Circularity,Nucleus: Solidity,Nucleus: Max diameter µm,Nucleus: Min diameter µm,Cell: Area µm^2,Cell: Length µm,Cell: Circularity,Cell: Solidity,Cell: Max diameter µm,Cell: Min diameter µm,Nucleus/Cell area ratio,Hematoxylin: Nucleus: Mean,Hematoxylin: Nucleus: Median,Hematoxylin: Nucleus: Min,Hematoxylin: Nucleus: Max,Hematoxylin: Nucleus: Std.Dev.,Hematoxylin: Cytoplasm: Mean,Hematoxylin: Cytoplasm: Median,Hematoxylin: Cytoplasm: Min,Hematoxylin: Cytoplasm: Max,Hematoxylin: Cytoplasm: Std.Dev.,Hematoxylin: Membrane: Mean,Hematoxylin: Membrane: Median,Hematoxylin: Membrane: Min,Hematoxylin: Membrane: Max,Hematoxylin: Membrane: Std.Dev.,Hematoxylin: Cell: Mean,Hematoxylin: Cell: Median,Hematoxylin: Cell: Min,Hematoxylin: Cell: Max,Hematoxylin: Cell: Std.Dev.,Eosin: Nucleus: Mean,Eosin: Nucleus: Median,Eosin: Nucleus: Min,Eosin: Nucleus: Max,Eosin: Nucleus: Std.Dev.,Eosin: Cytoplasm: Mean,Eosin: Cytoplasm: Median,Eosin: Cytoplasm: Min,Eosin: Cytoplasm: Max,Eosin: Cytoplasm: Std.Dev.,Eosin: Membrane: Mean,Eosin: Membrane: Median,Eosin: Membrane: Min,Eosin: Membrane: Max,Eosin: Membrane: Std.Dev.,Eosin: Cell: Mean,Eosin: Cell: Median,Eosin: Cell: Min,Eosin: Cell: Max,Eosin: Cell: Std.Dev.
V20-09 A;#111;Ebene D - 2021-01-29 16.37.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5549.9,5723,0.8949,16.1064,14.4012,0.9759,1,4.8008,4.3975,165.224,45.7101,0.9937,1,14.7976,14.3484,0.0975,0.6174,0.6247,0.1412,0.8916,0.1257,0.1579,0.0861,-0.034,0.7333,0.1757,0.2395,0.2192,-0.0134,0.7139,0.2072,0.2026,0.113,-0.034,0.8916,0.2189,0.3155,0.3524,-0.0251,0.5036,0.11,0.1188,0.1086,-0.0656,0.4157,0.0929,0.1613,0.155,-0.0075,0.3722,0.1048,0.138,0.1205,-0.0656,0.5036,0.1112
V20-09 A;#111;Ebene D - 2021-01-29 16.37.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5812,5819.5,0.8943,10.6479,11.8116,0.9591,1,4.0461,3.4886,146.9909,43.1289,0.993,1,14.0108,13.4506,0.0724,0.6067,0.5989,0.0782,1.2839,0.2352,0.1078,0.0673,-0.0975,0.7839,0.1354,0.1423,0.1057,-0.0461,0.5548,0.1393,0.1439,0.0785,-0.0975,1.2839,0.1942,0.1977,0.2762,-0.3917,0.5954,0.2422,0.098,0.0879,-0.136,0.4853,0.081,0.1134,0.1134,-0.0095,0.2903,0.0699,0.1052,0.0912,-0.3917,0.5954,0.1048
V20-09 A;#111;Ebene D - 2021-01-29 16.37.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5005.7,5571.9,0.8934,16.1915,14.4445,0.9752,1,4.8821,4.3482,165.6447,45.7611,0.994,1,14.8733,14.2947,0.0977,0.3724,0.3642,0.1591,0.8484,0.1506,0.1547,0.0181,-0.1467,1.2776,0.235,0.1603,0.0695,-0.0576,0.8824,0.2221,0.1759,0.0455,-0.1467,1.2776,0.2371,0.118,0.1379,-0.1366,0.3642,0.0911,0.1094,0.0355,-0.389,0.5842,0.1545,0.124,0.0643,-0.0879,0.5798,0.1529,0.1102,0.0502,-0.389,0.5842,0.1495
V20-09 A;#111;Ebene D - 2021-01-29 16.37.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5240.9,5620.8,0.8926,21.0475,16.5574,0.9648,1,5.671,4.8524,180.9895,47.8723,0.9924,1,15.672,14.8149,0.1163,0.5762,0.5851,0.0365,0.8785,0.1499,0.1959,0.0715,-0.0586,1.2497,0.2637,0.2563,0.1738,-0.0234,0.9806,0.2439,0.2405,0.1017,-0.0586,1.2497,0.2811,0.3056,0.3285,0.0665,0.5388,0.0946,0.1291,0.0912,-0.2122,0.6037,0.129,0.1555,0.1334,-0.0234,0.4845,0.1307,0.1498,0.1111,-0.2122,0.6037,0.1377
V20-09 A;#111;Ebene D - 2021-01-29 16.37.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,4862.1,5608.6,0.8913,23.4096,17.4834,0.9624,1,6.2041,4.8638,187.9088,48.7942,0.9918,1,16.1812,14.7995,0.1246,0.4252,0.4232,0.0454,0.863,0.1119,0.0934,0.0198,-0.0906,0.7889,0.1572,0.0766,0.009,-0.0478,0.7321,0.1349,0.1349,0.0438,-0.0906,0.863,0.1877,0.2262,0.2386,-0.1131,0.4263,0.0837,0.0969,0.0749,-0.122,0.4107,0.0987,0.081,0.0476,-0.0835,0.3719,0.0914,0.1131,0.0949,-0.122,0.4263,0.1059
V20-09 A;#111;Ebene D - 2021-01-29 16.37.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5502.6,5753.6,0.8902,22.3697,17.5337,0.9144,1,6.6545,4.2599,187.1539,48.8464,0.9857,1,16.638,14.2495,0.1195,0.3504,0.331,0.0784,0.6839,0.1081,0.1154,0.078,-0.0435,0.5037,0.1143,0.094,0.0657,-0.0114,0.5037,0.1018,0.1437,0.1006,-0.0435,0.6839,0.1369,0.2078,0.209,0.0094,0.3458,0.0494,0.0948,0.0865,-0.0479,0.3373,0.067,0.1039,0.0931,-0.0034,0.3373,0.0671,0.1084,0.0984,-0.0479,0.3458,0.0748
V20-09 A;#111;Ebene D - 2021-01-29 16.37.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5536.3,5676.5,0.8881,22.8042,17.0971,0.9803,1,5.7578,5.1889,185.4058,48.4167,0.9939,1,15.7555,15.1434,0.123,0.5878,0.5904,0.1914,0.912,0.136,0.0405,0.0048,-0.0398,0.4986,0.0672,0.0632,0.0061,-0.019,0.4986,0.0956,0.1076,0.0167,-0.0398,0.912,0.1962,0.3383,0.3548,0.0128,0.5334,0.1076,0.0591,0.0333,-0.0355,0.4129,0.0662,0.0664,0.036,-0.0202,0.273,0.0726,0.0934,0.0516,-0.0355,0.5334,0.1169
V20-09 A;#111;Ebene D - 2021-01-29 16.37.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,4940.3,5621.4,0.8872,14.4907,13.7056,0.9694,1,4.7015,3.9968,160.1399,45.0148,0.9931,1,14.7008,13.9644,0.0905,0.4932,0.473,0.1695,1.1059,0.1723,0.2877,0.2883,-0.0855,0.9399,0.2331,0.331,0.3653,-0.0247,0.857,0.2331,0.3066,0.3146,-0.0855,1.1059,0.2358,0.2179,0.2575,-0.4037,0.4795,0.168,0.1689,0.1759,-0.2585,0.5218,0.1217,0.1852,0.1848,-0.0523,0.4639,0.1141,0.1734,0.1823,-0.4037,0.5218,0.1274
V20-09 A;#111;Ebene D - 2021-01-29 16.37.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,5240.2,5613.3,0.8868,23.4588,17.3801,0.9759,1,5.9886,5.1087,187.4222,48.691,0.9934,1,15.9777,15.0192,0.1252,0.6559,0.6655,0.0636,1.0488,0.1552,0.1237,0.0122,-0.0664,0.8764,0.1981,0.1151,0.0039,-0.0134,0.616,0.1935,0.19,0.0425,-0.0664,1.0488,0.2613,0.335,0.3624,-0.1657,0.5078,0.1144,0.0844,0.0348,-0.2122,0.5359,0.1139,0.0798,0.0205,-0.0374,0.3928,0.1186,0.1156,0.0553,-0.2122,0.5359,0.1409
V20-09 A;#111;Ebene D - 2021-01-29 16.37.08.ndpi,PathCellObject,,PathAnnotationObject,Polygon,4885.1,5549.9,0.8861,16.9047,15.1538,0.9251,1,5.5021,3.941,169.9069,46.4696,0.9887,1,15.4931,13.8226,0.0995,0.583,0.5731,0.1166,0.8989,0.1508,0.0972,0.0328,-0.1664,0.662,0.1489,0.1361,0.0379,-0.0649,0.6196,0.1935,0.1451,0.051,-0.1664,0.8989,0.2078,0.2234,0.263,-0.1529,0.6525,0.1565,0.0809,0.0523,-0.1376,0.5699,0.1001,0.0879,0.0571,-0.1376,0.425,0.1119,0.0949,0.0621,-0.1529,0.6525,0.1151
